id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
770098	00000000000000000002743e4ceb6321e75f81301cfe684be01d49b486a65ca6	2023-01-03 00:07:38	2023-01-02 22:48:55	1377465	873540	3998085	777846788	2e5d0004	101110010111010000000000000100	600f1149cb3c669b9fe3d00afdb37ca340979c0ec2ab8c1f681adf7361932cf5	4186528313	386397584	35364065900457	00000000000000000000000000000000000000003cd9005dff0b7a94cfda16da	0332c00b2cfabe6d6dd1f83d7fdc42eb6f346b77aabd5df64ae225cc554f113bccf161e4424d7d7a1210000000f09f909f092f4632506f6f6c2f660000000000000000000000000000000000000000000000000000000000000000000000050047010000	1456	1240	7011	4882	748035201839	124770400	748660201839	124874648	9905960	1652.2893	7193.7974	1.1999	2478.7278	0.4135	788.3824810244	625000000	104248.4375	634905960	105900.7266	F2Pool
770099	00000000000000000001c445014e88373e4c660d1ad0c78832348b04578510f4	2023-01-03 00:08:40	2023-01-02 22:59:13	1619048	791457	3993419	688537600	290a4000	101001000010100100000000000000	e51cb7dabeea87ea5e950cdc6e753a5ad8252011c4c4321bc1eab8ff82cee2b5	1932667930	386397584	35364065900457	00000000000000000000000000000000000000003cd92087f5cb68fddce92078	0333c00b1b4d696e656420627920416e74506f6f6c393634aa009703afdff1e3fabe6d6d40eda1ff3c07bcd4aff93a222a8bf74972193d498c7d625038c7c30c80c4209302000000000000000000b7cd0900000000270000	2749	2429	8292	8549	340604503203	56811980	341229503203	56916228	3439566	573.711	2124.9478	0.3544	861.621	0.1438	66796.048387706	625000000	104248.4375	628439566	104822.1484	AntPool
770100	00000000000000000006c16599bcd28ca84f08e07ccc36f299a41f0e5e3a1996	2023-01-03 00:08:52	2023-01-02 23:25:18	261	261	1044	536870912	20000000	100000000000000000000000000000	0396f71b5bb0898b516346f81ea71010b7bbfe513836768e4ad128e8d6cd435b	2747797778	386397584	35364065900457	00000000000000000000000000000000000000003cd940b1ec8b5766e9f82a16	0334c00b182f5669614254432f4d696e6564206279206b61727061722f2cfabe6d6d7417b7a07fe3ade0ba7fbff7be4a20360514bf1c370bcb7a991da1656fac9d7a1000000000000000104b8f74171b59702ba582eef467c8000000000000	1	0	1	1	0	0	625000000	104248.4375	0	0	0	0	0	0	0	625000000	104248.4375	625000000	104248.4375	ViaBTC
770101	0000000000000000000597011edb059671b5a241efeaea4d4f87010c816342c3	2023-01-03 00:41:40	2023-01-02 23:49:20	1704254	763030	3993344	536887296	20004000	100000000000000100000000000000	7ba8de9aab5a947f323eeddf4bca3b0cf4000235fe85fa4ef64a1d9473229bb4	3572572681	386397584	35364065900457	00000000000000000000000000000000000000003cd960dbe34b45cff70733b4	0335c00b11627463636f6d3935378c01af00bbad38bcfabe6d6d87306c1f8cbde1861b1f65ba2c2d687af3441833001d29698675fe38776205d702000000000000000000576fdbbe510100000000	2284	1887	6884	8894	940938591033	156946208	941563591033	157050448	17624574	2939.7349	10343.818	1.7254	4415.0444	0.7364	48103.932430311	625000000	104248.4375	642624574	107188.1719	Unknown
770102	0000000000000000000740932e41b9240402032a81f8e32761c834b601130d2d	2023-01-03 00:48:41	2023-01-02 23:58:14	1397393	865264	3993185	536903680	20008000	100000000000001000000000000000	eafd9c7849c633a3f7bfc5952a9494a75d3f9f4ac6be7b30c9d51c50116b74c3	640932977	386397584	35364065900457	00000000000000000000000000000000000000003cd98105da0b343904163d52	0336c00b082f5669614254432f2cfabe6d6d0506bdf107e3e6ceea328ea181b49dd65b931b2ad84d7c47bd9eff50f6b9db3c100000000000000010987a7117a45b77a42029e9a11786410000000000	2249	1912	6944	7402	945114810152	157642784	945739810152	157747040	8343183	1391.6221	5971.945	0.9961	2089.9897	0.3486	108047.15931022	625000000	104248.4375	633343183	105640.0625	ViaBTC
770103	00000000000000000006f7fd7b9ba1d31a3ae1458c16bd04e0036ecbafedc713	2023-01-03 01:39:50	2023-01-03 00:07:38	1467219	841947	3993060	545259520	20800000	100000100000000000000000000000	fa53d28486462e4e3b21d40fdb1f0b67f54db4ea47e0983304a734799a870f92	1851483855	386397584	35364065900457	00000000000000000000000000000000000000003cd9a12fd0cb22a2112546f0	0337c00b1b4d696e656420627920416e74506f6f6c393630f1024503d07a0992fabe6d6d0f612151c8f57388889714ae275d5f8005a6b8ef8e3c8b440e7872ba51ed85c804000000000000000000169682d4000000000000	2673	2234	5660	12933	1102093403256	183826432	1102718403256	183930672	22218564	3706.001	15147.334	2.5265	5566.3135	0.9284	15317.082591577	625000000	104248.4375	647218564	107954.4375	AntPool
770104	0000000000000000000254f065c753d250c70be5f3551a095d8d5ccc35cf9fae	2023-01-03 01:56:06	2023-01-03 00:08:40	1483764	838158	3998238	536870916	20000004	100000000000000000000000000100	42cd411359fb8a0e8536317729b1a16ce8a947aa21db4a71c0b76a0e50f2e1bf	2366474541	386397584	35364065900457	00000000000000000000000000000000000000003cd9c159c78b110b1e34508e	0338c00b2cfabe6d6d55836aeec79a632dcfc67996e185d6c4aeb151492756507af4d86ed4c02f18c410000000f09f909f092f4632506f6f6c2f6b00000000000000000000000000000000000000000000000000000000000000000000000500fdb30100	3615	3186	6768	10632	1988467326856	331671392	1989092326856	331775616	10017710	1670.929	6753.605	1.1266	2506.5945	0.4182	131599.30142308	625000000	104248.4375	635017710	105919.3672	F2Pool
770105	000000000000000000029944a27f646c3f108dd04ccefebb8138a1b841534a5c	2023-01-03 02:08:48	2023-01-03 00:08:52	1359307	878004	3993319	536870912	20000000	100000000000000000000000000000	997b1c0d219e6942b76d0f1238fe2674b222ec9f39a4b0937939b92a7a2072ac	1654790859	386397584	35364065900457	00000000000000000000000000000000000000003cd9e183be4aff742b435a2c	0339c00b1b4d696e656420627920416e74506f6f6c38303686022701daca2e20fabe6d6d435cde513a021f43f7b485038062c3e0bfc713c8b8b9b6c44feb3d73acbaf52f02000000000000000000e2c9fd49000000000000	2141	1808	6964	7220	837265655965	139653824	837890655965	139758064	8363441	1395.0011	6154.4854	1.0265	2095.1182	0.3494	4403.3214049055	625000000	104248.4375	633363441	105643.4375	AntPool
770106	0000000000000000000721586456852829adbb6ffee4268b28418eb0990e7fb8	2023-01-03 02:18:09	2023-01-03 00:41:40	1634269	786338	3993283	547356672	20a00000	100000101000000000000000000000	3e06040cd5a63251422359e01ff348dff3640c5ea171e5205aba8b6320404820	109943557	386397584	35364065900457	00000000000000000000000000000000000000003cda01adb50aeddd385263ca	033ac00b1b4d696e656420627920416e74506f6f6c383239be000103de2e89eafabe6d6d0e74a2e8d0a650e0151e5e750a735636d58cd6f2b57cec2bf393cc11012e3c70020000000000000000006af27962000000000000	3440	3031	6721	9306	2545547526001	424590976	2546172526001	424695200	6756714	1127.0031	4135.3794	0.6897	1692.6335	0.2824	39777.713058911	625000000	104248.4375	631756714	105375.4375	AntPool
770107	00000000000000000005f5c64e341d79f8933b77c3f19a67803a5394ed5ae387	2023-01-03 02:49:58	2023-01-03 00:48:41	1547748	815046	3992886	747814912	2c92c000	101100100100101100000000000000	3fe4888fe5c031889cc5377592455b98aa084109cc678fbb6508e2afe2391538	1251399258	386397584	35364065900457	00000000000000000000000000000000000000003cda21d7abcadc4645616d68	033bc00b04d697b3632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1dc971be00000c344a040000	2874	2437	6555	10828	2161786688971	360580608	2162411688971	360684864	12283853	2048.916	7938.1206	1.324	3077.267	0.5132	59972.333500444	625000000	104248.4375	637283853	106297.3516	Foundry USA Pool
