id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
802160	00000000000000000001436bd408a59ca0370be02cf5e8c0c6f5591842d91c52	2023-08-08 00:17:30	2023-08-07 23:18:56	1365271	876016	3993319	538968064	20200000	100000001000000000000000000000	f13648339305a329a3121e55c82507f3e99fe44fa3c0abc299c48d98cc7ca0c0	2441821290	386228482	52328312063444	0000000000000000000000000000000000000000515be4fe7a628bde6af9ecc1	03703d0c1c2f5669614254432f4d696e6564206279206b7a6e6c7374736176652f2cfabe6d6d9aadae64620139c31c105c2be06ea7ac1a833ed0afa80df44ea5223d29169e7a1000000000000000105eb558027bdff16f2211743e0d72020000000000	2017	1753	7187	6912	460573488526	134335472	461198488526	134517760	25298785	7378.8965	18535.688	5.4064	6337.658	1.8486	36624.525812667	625000000	182293.75	650298785	189672.6406	ViaBTC
802161	000000000000000000046af8b40f09abb800c2c2fa652848ef80267b2608656e	2023-08-08 00:41:00	2023-08-07 23:30:01	1453273	846566	3992971	819904512	30dec000	110000110111101100000000000000	fdf573bded3952ae6de05fe3629712333ab05d9f2bab536749688110dc76b41c	563886710	386228482	52328312063444	0000000000000000000000000000000000000000515c14964c6e23bdd944df72	03713d0c041c8fd1642f466f756e6472792055534120506f6f6c202364726f70676f6c642f2ece462d1903000000000000	2939	2623	6510	10775	2429684005685	708665920	2430309005685	708848256	26435605	7710.4731	18194.11	5.3066	6622.326	1.9314	26149.715216689	625000000	182293.75	651435605	190004.2188	Foundry USA Pool
802162	00000000000000000001e3349e3d2ea61a3d93563ef8b7bc8d314f92b2119ad5	2023-08-08 00:49:43	2023-08-07 23:33:22	1205131	929479	3993568	774627328	2e2be000	101110001010111110000000000000	af596fb6ccdbc42b2d6dc9322cdd01e2387509022a6435e3e2fcfaa037090f2e	3504003398	386228482	52328312063444	0000000000000000000000000000000000000000515c442e1e79bb9d478fd223	03723d0c194d696e656420627920416e74506f6f6c2041004804461c9ceefabe6d6d32de2f717a088a8916ec2837f87ad0fe517967943fee15f8a8f96cabf158a39002000000000000000000c8084401000000000000	1380	1178	6631	5149	282658843237	82443104	283283843237	82625400	18009380	5252.7959	14949.414	4.3602	4511.476	1.3157	2054.0664105683	625000000	182293.75	643009380	187546.5469	AntPool
802163	0000000000000000000441bf800df072a506f468e37712134c6cbcfcf8985ab4	2023-08-08 00:50:25	2023-08-07 23:40:10	1398034	865011	3993067	547356672	20a00000	100000101000000000000000000000	4d14415151417e0d30d5227ba4be6f1bd0f43d9287d3e3850eee8aa5e5c770fd	786966096	386228482	52328312063444	0000000000000000000000000000000000000000515c73c5f085537cb5dac4d4	03733d0c045291d1642f466f756e6472792055534120506f6f6c202364726f70676f6c642f2d27c37c7c44020000000000	1365	1000	8209	2792	66973554749	19534176	67598554749	19716470	10944522	3192.1887	7830.173	2.2838	2741.6226	0.7998	3513.0469002428	625000000	182293.75	635944522	185485.9375	Foundry USA Pool
802164	0000000000000000000303a4bd6f6fc9948b925df55d65d70473edb346183ff7	2023-08-08 01:05:10	2023-08-07 23:55:15	1484702	836187	3993263	1073733632	3fffe000	111111111111111110000000000000	bf86542df8c38c4c958e99d2172dc148e6478c4f64aaf29cf48eba149f987db1	528733585	386228482	52328312063444	0000000000000000000000000000000000000000515ca35dc290eb5c2425b785	03743d0c61012f42696e616e63652f3937fabe6d6d3a95f64942d0c74fe72dfa88a8e918361969e52371ab303171de9f6b6843391d0200000000000000cc436247e2eb3185f874a7cd666f0c7f61107aba0956000000000000	2048	1796	7639	6976	1470667213084	428949504	1471292213084	429131808	18107882	5281.5259	12199.783	3.5584	4536.407	1.323	15033.239904875	625000000	182293.75	643107882	187575.2812	Binance
802165	00000000000000000000af26777bc8bebef6bc1c07341accad4af532b4386b75	2023-08-08 01:18:02	2023-08-08 00:17:30	1239627	917972	3993543	773414912	2e196000	101110000110010110000000000000	7e0bf81cadd50fe38b7e5d4b7e8f616a0cc478d9d017e7dcc046b13a9a264adf	41991834	386228482	52328312063444	0000000000000000000000000000000000000000515cd2f5949c833b9270aa36	03753d0c1b4d696e656420627920416e74506f6f6c3830364a00dc02503cf4b0fabe6d6def76b0ce24b61170c95bca1d6b1d53569c93d7ea4dbbba73781d65f035fe255602000000000000000000a5ddd101000000000000	1712	1464	6512	6329	326247118610	95156496	326872118610	95338792	15848488	4622.5283	12789.476	3.7302	3970.1904	1.1579	6330.9920189738	625000000	182293.75	640848488	186916.2812	AntPool
802166	00000000000000000001101cce92db8a1094037b34adbe9d4d930d3e02b5bfc6	2023-08-08 01:22:49	2023-08-08 00:41:00	1103610	963079	3992847	839966720	3210e000	110010000100001110000000000000	54c5d8d4c7d6840483b8020ef0d02852d0e8cd7d7d654789b211b7f2001bab2d	2210525265	386228482	52328312063444	0000000000000000000000000000000000000000515d028d66a81b1b00bb9ce7	03763d0c04ea98d1642f466f756e6472792055534120506f6f6c202364726f70676f6c642f07a11619a300000000000000	735	621	6660	2489	102628306945	29933598	103253306945	30115892	11424794	3332.2698	10354.989	3.0202	2862.0894	0.8348	7684.7932830803	625000000	182293.75	636424794	185626.0156	Foundry USA Pool
802167	000000000000000000046b49b43a02773ce4939c53a1edfcc8cc2a8815e60978	2023-08-08 01:23:01	2023-08-08 00:49:43	1018717	991577	3993448	536928256	2000e000	100000000000001110000000000000	14bd0a01b40348dd3d6d21549e1b99f4fd534a1a121282089f8c5a9491ca5fa9	2300206953	386228482	52328312063444	0000000000000000000000000000000000000000515d322538b3b2fa6f068f98	03773d0c1a2f5669614254432f4d696e6564206279206d6178696d626d632f2cfabe6d6dc6b0d549364c57f661942ddee67f0a42d69d4f4c09690d5e937962d7c00e8939100000000000000010acbbe90395b216d1ebb22a7a49e1000000000000	214	189	6801	421	2643462885	771018.8125	3268462885	953312.5625	9006995	2627.0703	8844.964	2.5798	2256.2817	0.658	193.51327938049	625000000	182293.75	634006995	184920.8125	ViaBTC
802168	00000000000000000000ad0e9bfacb42d222934a75a4d357fe413915a28e2b82	2023-08-08 01:40:27	2023-08-08 00:50:25	1522338	823750	3993588	553418752	20fc8000	100000111111001000000000000000	8e4416b0e9ca0b7e1f171079813c6ca090f7426847d52e82be56ae594a4d36a9	1609125246	386228482	52328312063444	0000000000000000000000000000000000000000515d61bd0abf4ad9dd518249	03783d0c194d696e656420627920416e74506f6f6c207100680158411b60fabe6d6dddd06266ba326190e4deba77be39fb9379eca20f0a895c10a7c0c691431cc23904000000000000000000d5a86602000000000000	2262	1973	7211	9016	1606124996342	468458464	1606749996342	468640768	18531440	5405.0649	12176.557	3.5517	4642.233	1.3539	14784.889387227	625000000	182293.75	643531440	187698.8125	AntPool
802169	000000000000000000000739b7b6cffd034e45ee89eb6d309d3b87ca58799140	2023-08-08 01:50:23	2023-08-08 01:05:10	1593835	799808	3993259	541065216	20400000	100000010000000000000000000000	fccfcb20bbb7dcf75e4ce70e775d3967b7108a473225ecf10961b33b41d8e38e	309138048	386228482	52328312063444	0000000000000000000000000000000000000000515d9154dccae2b94b9c74fa	03793d0c1462696e616e63652f3130303940007e025bce562efabe6d6dcba969780321302b5487898580a439a2ab09061dc55c6798a2006e865d2007b502000000000000000000d83a1ec0010000000000	1848	1585	7766	7698	282851804976	82499384	283476804976	82681680	13411372	3911.6948	8416.547	2.455	3359.6975	0.98	16574.394746317	625000000	182293.75	638411372	186205.4375	Binance
