id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
859303	000000000000000000001d8132106b63876117569713ef4fe89d5a2f1173c66e	2024-09-01 00:14:07	2024-08-31 23:05:18	1609716	794414	3992958	724598784	2b308000	101011001100001000000000000000	053565444b29b9e0e89d415024a9d0a47e285a573ee79e52ed3d9d0a8afc6c95	2550272322	386082139	89471664776971	00000000000000000000000000000000000000008bf76ab85613d9939b3d2ff0	03a71c0d01201309090920090920091031f1000068cd00000094	3019	2719	7609	10882	2317628873135	1368073088	2317941373135	1368257664	9993765	5899.2197	6209.4634	3.6651	2503.4695	1.4775	25871.726153114	312500000	184465.625	322493765	190364.8438	Unknown
859304	00000000000000000001ee3cd091beb727229b6295366fccd5e013290b6b7085	2024-09-01 00:31:19	2024-08-31 23:12:13	2236390	585753	3993649	1073676288	3fff0000	111111111111110000000000000000	c65658b4d0d3c68a63b0ffbcebc64b97f83c7ef160a4ebefcede94dfe0aabf42	957548128	386082139	89471664776971	00000000000000000000000000000000000000008bf7bc18663fd0ca57fe30b2	03a81c0d1a4d696e656420627920416e74506f6f6c2064013204cb4546c001fabe6d6da301e9ba0698147404a87fcaca1a9392379b6795c6b6efdd78b3ff77a219b2dc100000000000000000005048bd2c000000000000	2274	2095	5847	7758	382576765079	225831232	382889265079	226015712	7147736	4219.2373	3196.785	1.8872	1790.5809	1.0572	29778.561944737	312500000	184465.625	319647736	188684.8594	AntPool
859305	000000000000000000005205c32c464e5a89c84c8e5ef07cec7ef8d6105945ab	2024-09-01 00:31:52	2024-08-31 23:16:26	1919967	691087	3993228	548061184	20aac000	100000101010101100000000000000	e1ad6a796b27eda920bbfa89436fa784077fa287dedc8f5bc88a257d81b3e2d9	182362714	386082139	89471664776971	00000000000000000000000000000000000000008bf80d78766bc80114bf3174	03a91c0d04f8b5d366537069646572506f6f6c2f36393639363936393639363639363936393639362f5e00de8c950c000000000000	1749	1647	6140	6239	81751160003	48256892	82063660003	48441356	2832103	1671.7621	1475.3556	0.8707	709.46313	0.4185	4599.4246722145	312500000	184465.625	315332103	186137.3906	SpiderPool
859306	000000000000000000026077c2741e0bba540307d3b7e188446a0e207ef209a8	2024-09-01 00:32:18	2024-08-31 23:28:22	1571712	807233	3993411	536952832	20014000	100000000000010100000000000000	ea070fdfebdada51696e7463239a423c9b04059c06f99b7101d6004e786317d4	2554261465	386082139	89471664776971	00000000000000000000000000000000000000008bf85ed88697bf37d1803236	03aa1c0d1b2f5669614254432f4d696e6564206279206d72657379616b6f762f2cfabe6d6d4d1c08960ec761b001f3439f2a0ee22823f9ca2814552bcc18709787484a40441000000000000000103bb3ef0383ed3bbca0579b107131010000000000	7634	7631	7693	15540	8358593694	4933994.5	8671093694	5118460	2411367	1423.4059	1534.6211	0.9061	604.0627	0.3565	957.52359079097	312500000	184465.625	314911367	185889.0312	ViaBTC
859307	0000000000000000000255cef0ebc8c4b2c32eca6ea626fb8201e6010bbdbe3d	2024-09-01 00:36:46	2024-08-31 23:35:23	1748436	748112	3992772	683728896	28c0e000	101000110000001110000000000000	fde8dfe47e61657154dcbce3389791028174ca4e6fa40e0cedcdf54bb7736df0	133915492	386082139	89471664776971	00000000000000000000000000000000000000008bf8b03896c3b66e8e4132f8	03ab1c0d0424b7d3662f466f756e6472792055534120506f6f6c202364726f70676f6c642f4c00995a000032a8d8640000	5970	5901	7339	13330	61596601737	36359860	61909101737	36544324	3965626	2340.8694	2268.5403	1.3394	993.51276	0.5867	288.42028555588	312500000	184465.625	316465626	186806.5	Foundry USA Pool
859308	00000000000000000001c13310dc8f70a0421893524742e6a21b7216def5b41b	2024-09-01 01:01:15	2024-09-01 00:14:07	1725101	756105	3993416	536870912	20000000	100000000000000000000000000000	b84ea3d15a8729c100b66b1b37ea7ffc1784ad60a7d01c1235007d79e546a5bd	1203551798	386082139	89471664776971	00000000000000000000000000000000000000008bf90198a6efada54b0233ba	03ac1c0d1c4d696e656420627920416e74506f6f6c313032334e014000d5fa0f5ffabe6d6d1fdf5c4de3ccbb9cc929ae64dfd778a82b8d8b3ceb13cf68b7e8f78ce88dee9a100000000000000085f90000ea19000000000000	2391	2179	6364	8476	287906602723	169948384	288219102723	170132848	7186760	4242.2725	4167.1484	2.4597	1800.4656	1.0625	10154.463418835	312500000	184465.625	319686760	188707.8906	AntPool
859309	0000000000000000000312155c9ad33e4b6ba00cad96d29a5d657ad0191fc9ec	2024-09-01 01:19:19	2024-09-01 00:31:19	2034406	654540	3998026	537288704	20066000	100000000001100110000000000000	5a4b53fa61dff326e947ecc86d47d43f0ba3dbed03c3cb4c623696773a1c70ca	4000623919	386082139	89471664776971	00000000000000000000000000000000000000008bf952f8b71ba4dc07c3347c	03ad1c0d2cfabe6d6de24947baf84de18e11a05545c2a93dea25de6642be14ef88b449b0e25aa8e96810000000f09f909f092f4632506f6f6c2f64000000000000000000000000000000000000000000000000000000000000000000000005002633d757	2510	2341	7637	7640	428385495259	252871680	428697995259	253056144	5117150	3020.6025	2515.9734	1.4852	1280.5776	0.7562	5750.3596123656	312500000	184465.625	317617150	187486.2344	F2Pool
859310	0000000000000000000128ac0915ee7e0f38f1a4f04b3b74a462fb6c950cc04f	2024-09-01 01:35:38	2024-09-01 00:31:52	1870554	707666	3993552	622862336	25202000	100101001000000010000000000000	a02b771907612375b87694f7367a3fc3a8a5bbb7e2f1ccbe4318df344f94cfbb	63614233	386082139	89471664776971	00000000000000000000000000000000000000008bf9a458c7479c12c484353e	03ae1c0d142f756c74696d75732f373837a2005602e2588530fabe6d6d9fd2d03de3d8a5ab10c48ff96ba5573eb8aa34034a5e3ecfafb5751b857b588f10000000000000000000f33fbe62010000000000	2394	2276	7930	8615	370531042716	218720768	370843542716	218905232	4866312	2872.5354	2602.1167	1.5359	1219.0197	0.7196	15089.204458188	312500000	184465.625	317366312	187338.1562	Unknown
859311	0000000000000000000135b49f7129e563bc67d2b06790669369277d1319410d	2024-09-01 01:35:53	2024-09-01 00:32:18	1591305	800532	3992901	574423040	223d0000	100010001111010000000000000000	35defa36be88e2a72605a56d503f3ffccc5a499758dd668d8ca31a8b18c1cdfa	3611542953	386082139	89471664776971	00000000000000000000000000000000000000008bf9f5b8d773934981453600	03af1c0d04f9c4d3662f466f756e6472792055534120506f6f6c202364726f70676f6c642f333ed9ae3000000000230000	6258	6251	7749	13311	1772623051	1046361.6875	2085123051	1230827.25	2420163	1428.598	1521.1919	0.8978	606.3066	0.3577	162.4179706009	312500000	184465.625	314920163	185894.2188	Foundry USA Pool
859312	0000000000000000000193df2ea7089b615ea168f8276aa80001c1026a28d056	2024-09-01 02:01:07	2024-09-01 00:36:46	1731861	753942	3993687	545849344	20890000	100000100010010000000000000000	a9d1ad5336715ab13355c64c094a7422a7e17c40107e53cb6562c173cdbfa5bc	1845515992	386082139	89471664776971	00000000000000000000000000000000000000008bfa4718e79f8a803e0636c2	03b01c0d1d506f7765726564206279204c75786f7220546563683e004e02eb761fbffabe6d6d79cf848e2e867d638afc99a60a37c7185382d0e0bff826716d8003139c301a8210000000000000000000348300f4270200000000	3110	2956	7210	11201	272064598390	160597008	272377098390	160781472	5205083	3072.5085	3006.317	1.7744	1303.918	0.7697	30353.566275418	312500000	184465.625	317705083	187538.1406	Unknown
