id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
791700	000000000000000000051d0ddd3f07c652456da626462ae194298920972d687b	2023-05-28 00:00:12	2023-05-27 23:16:46	2565325	475932	3993121	536936448	20010000	100000000000010000000000000000	4b75c4acfb370e4a799e545c07b52ecd45b444e76d3dc82834054a74b8c0d3a2	1192742733	386248250	49549703178593	000000000000000000000000000000000000000049d1746d6491af8cd7661f30	0394140c12656d63642e696f3938395800c8025d8c1b71fabe6d6dcc5685a2e57aa7749ee5be268fe5a53fe614be8b1301741c26420430080e67cc0400000000000000f8240000130c030000000000	2833	2760	4325	5906	51945783221	13946404	52570783221	14114204	27458387	7372.0278	10705.254	2.8741	6878.855	1.8469	2080.9523437138	625000000	167800	652458387	175172.0312	Unknown
791701	0000000000000000000127b6fa0b4fd5e17308538ae530e51523793057a7fe44	2023-05-28 00:09:25	2023-05-27 23:17:09	1900749	697370	3992859	868941824	33cb0000	110011110010110000000000000000	2d78854c596e507b8925aeaa0d342c6362bce9d8218ec55a0f12d3c368c7e6eb	3328632884	386248250	49549703178593	000000000000000000000000000000000000000049d1a17e421776734cf93360	0395140cb8be521c422b0100000000002f4e696365486173682f	1674	1529	7290	5663	153710506541	41268196	154335506541	41435996	41303345	11089.1221	21733.523	5.8351	10347.186	2.778	2893.3985412074	625000000	167800	666303345	178889.125	Unknown
791702	00000000000000000004baaa26f44d3dfdd08284b85f405598c878dcbefc4b39	2023-05-28 00:13:16	2023-05-27 23:24:03	1977563	671111	3990896	773464064	2e1a2000	101110000110100010000000000000	184479d6f2fae1bda1368bf6e74a5ed60447eeb2092dac353534cf777c5ef277	1821322818	386248250	49549703178593	000000000000000000000000000000000000000049d1ce8f1f9d3d59c28c4790	0396140c049d9c72642f466f756e6472792055534120506f6f6c202364726f70676f6c642f0cad859faf00000000000000	3657	3561	6001	7275	1621955026554	435462496	1622580026554	435630272	26907175	7224.0386	13608.272	3.6535	6743.964	1.8106	12865.359310375	625000000	167800	651907175	175024.0312	Foundry USA Pool
791703	000000000000000000020621b137b3feedb6826da2c980b95f94606d9ecc2546	2023-05-28 00:25:07	2023-05-27 23:31:20	1826874	722177	3993405	536887296	20004000	100000000000000100000000000000	35d7cb8386401e53c7fc478d1c4bf7d78f73cfdcba169a4e6d530f4c384de812	21712390	386248250	49549703178593	000000000000000000000000000000000000000049d1fb9ffd230440381f5bc0	0397140c1a2f706f6f6c696e2e636f6d2f66702f39353538004e0266748544fabe6d6d9535dea17eb694d8efaa8f86f8716dc4997b06810507cf052b08b2c241001802020000000000000085b40000d2737a0000000000	2416	2233	5228	9025	520116452175	139640864	520741452175	139808672	39785103	10681.5049	21782.32	5.848	9966.306	2.6757	6909.8333877112	625000000	167800	664785103	178481.5	Poolin
791704	00000000000000000001f5c28ca1068dd39f371290a0c08be4254d5322fc8fb6	2023-05-28 00:30:25	2023-05-27 23:57:52	1907839	696604	3997651	1073733632	3fffe000	111111111111111110000000000000	c246917b30952cd3754fbddd0c64ec57e6e70eb9c5b96d8afb63ed444543a900	1153142364	386248250	49549703178593	000000000000000000000000000000000000000049d228b0daa8cb26adb26ff0	0398140c2cfabe6d6dee5b25c0338f005cc21463890399e1ddc359e7ac6ebd9d9a6bad7f9af74a8a8210000000f09f909f092f4632506f6f6c2f6b000000000000000000000000000000000000000000000000000000000000000000000005008f130000	4167	4084	5530	8709	166014854221	44571668	166639854221	44739468	27844204	7475.6118	14598.341	3.9193	6968.3345	1.8708	6126.1694240075	625000000	167800	652844204	175275.6094	F2Pool
791705	00000000000000000002da5ce968ce6fac776d58599cf66a70cfcfcb321692de	2023-05-28 00:52:10	2023-05-28 00:00:12	1478453	838322	3993419	622977024	2521e000	100101001000011110000000000000	ec17ec9e693d8eaa70d6b41eea70cb20c48e3fbbcce33dfe1295a7c6ddd12f03	957614638	386248250	49549703178593	000000000000000000000000000000000000000049d255c1b82e920d23458420	0399140c1462696e616e63652f313031315800860270222dbafabe6d6d30be8f4c66020d689e6644b633587c012482f12250273958dd3bd8ff4241ed39040000000000000025ae0000ff02000000000000	2849	2617	6607	9890	376828309378	101170864	377453309378	101338664	47685168	12802.5137	32261.758	8.6617	11945.186	3.207	87602.137214774	625000000	167800	672685168	180602.5156	Binance
791706	000000000000000000051a12db6fc2aa70121520c1344d38fa5325e1ed810ed1	2023-05-28 00:58:39	2023-05-28 00:09:25	2464304	511201	3997907	588791808	23184000	100011000110000100000000000000	4331797d1115d3725d3ece66c005cbc94b91c026a5ee8474c38764d93800854e	3694220403	386248250	49549703178593	000000000000000000000000000000000000000049d282d295b458f398d89850	039a140c2cfabe6d6d2393e672355c0a72cc39809c0f36e8e46ff84bb9edd68bd9c399ee06518b52bb10000000f09f909f092f4632506f6f6c2f6600000000000000000000000000000000000000000000000000000000000000000000000500f6000000	2277	2177	4398	6457	133407486633	35817244	134032486633	35985044	29742192	7985.1836	12071.855	3.2411	7443.2686	1.9983	1466.7172996242	625000000	167800	654742192	175785.1875	F2Pool
791707	000000000000000000000b7c9caecbf4ac304f3b6dda17ae801e5e0956b4ff74	2023-05-28 01:15:24	2023-05-28 00:13:16	1824890	722819	3993347	541065216	20400000	100000010000000000000000000000	2f48c2f8206b7f4002edf9624f76ed795b7c866d18ff7056321a2d8ffb1da76a	3626576583	386248250	49549703178593	000000000000000000000000000000000000000049d2afe3733a1fda0e6bac80	039b140c194d696e656420627920416e74506f6f6c2058010c027870eb88fabe6d6d216f5ff45d54282f1f80aba9335fed4011525493bf346774570f3a08093ae29c04000000000000000000b2478bcf010000000000	2848	2649	5762	9796	381892838703	102530592	382517838703	102698392	42914181	11521.5996	23521.025	6.3149	10750.296	2.8862	11258.864757733	625000000	167800	667914181	179321.5938	AntPool
791708	0000000000000000000521402bf90b259d83c90c3ad9996b8c67cf5d83ffd67f	2023-05-28 01:21:23	2023-05-28 00:25:07	2184116	602977	3993047	536870912	20000000	100000000000000000000000000000	4c604ba5ad569992f585a21a9b56bd9224d1fcd38527ae452108e330a75a556e	2801222563	386248250	49549703178593	000000000000000000000000000000000000000049d2dcf450bfe6c083fec0b0	039c140c194d696e656420627920416e74506f6f6c20dd0083017a93e27afabe6d6d055c2020f1e2036e6cbbf14593f198187123405e43202a36e8f9c9985ceabfc102000000000000000000d4c055d4100000000000	3567	3488	5021	7245	82672725327	22195974	83297725327	22363774	29503337	7921.0562	13510.53	3.6274	7391.3433	1.9843	868.53899516715	625000000	167800	654503337	175721.0625	AntPool
791709	000000000000000000024b78bd8ad99dd2a4176ac5f0a8b1474502b45401c4c3	2023-05-28 01:32:17	2023-05-28 00:30:25	1966128	675616	3992976	665837568	27afe000	100111101011111110000000000000	b414a12764a9dd8a94e2c4013e7e1169807aec0d6b52bb48bbf51af5c8c4a1cd	2726702643	386248250	49549703178593	000000000000000000000000000000000000000049d30a052e45ada6f991d4e0	039d140c24032f42696e616e63652f3336fabe6d6df1bbbd1da760ccad291d7fb0c996716db2691c9adbba31fc81407648fe4972fb01000000000000004b4d54e534d2b094184122ffd3ee8cba2430631e8501000000000000	3272	3125	5573	9080	401203434426	107715096	401828434426	107882896	34976401	9390.4639	17792.56	4.7771	8762.2295	2.3524	22141.141645637	625000000	167800	659976401	177190.4688	Binance
