id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
852375	00000000000000000000c7ef0c038bc31d8ad01e42753de0006d43d9e3374626	2024-07-16 00:16:16	2024-07-15 22:47:12	1674849	772855	3993414	545259520	20800000	100000100000000000000000000000	007757f8a7829eeb87dd31bfb4d160fece5deafc9d2a4bc7f7ab0f07c30d20f3	4013735959	386108013	79495195323031	000000000000000000000000000000000000000083aa550218909534a6a9f930	0397010d172f5669614254432f4d696e6564206279207370646b312f2cfabe6d6d0d33151129a5ce6f42bf0ac21b70cfd679c89e4c734f9e8829df989857e5db611000000000000000105cd07a05038370dc1d60becc2d02000000000000	2614	2414	8000	8678	2422889762694	1571292416	2423202262694	1571495168	10333379	6701.4028	6171.2007	4.002	2588.5647	1.679	48187.346439099	312500000	202662.5	322833379	209363.9062	ViaBTC
852376	000000000000000000026758e91222e0ead4769e19df3948c97c9e346e5c0ea9	2024-07-16 00:34:54	2024-07-15 23:06:57	1574922	806280	3993762	724762624	2b330000	101011001100110000000000000000	9dcddf52ef1c13b6d3e58e4cf04bdd7fe8930de3b34f2cc5872bd0799facc206	114537640	386108013	79495195323031	000000000000000000000000000000000000000083aa9d4f4bbeb2fa409f147e	0398010d194d696e656420627920416e74506f6f6c2064010901405ed6c6fabe6d6debabb0787e29db88441cb8b04718c3cd730a7dfeb4f56929c754159b13a69c9b10000000000000000000b25f8602000000000000	3080	2906	7522	10244	537189564262	348378176	537502064262	348580832	9265589	6008.9199	5884.98	3.8165	2321.057	1.5052	36918.972001487	312500000	202662.5	321765589	208671.4219	AntPool
852377	000000000000000000014280fefd2da5901561bed084faa37b0f6fd4bb8668c6	2024-07-16 00:40:16	2024-07-15 23:18:09	1941792	683821	3993255	542343168	20538000	100000010100111000000000000000	27cbb066ff0babfe78db579c29dd4d2a4b4aeb2d04274b59caec609b1b00fcb3	2596322054	386108013	79495195323031	000000000000000000000000000000000000000083aae59c7eecd0bfda942fcc	0399010d182f5669614254432f4d696e6564206279203130306e65772f2cfabe6d6dc94ba64c82b7c646500b2aebeea25701bb46204c632076bad99da4f9a9047e7b100000000000000010add046065d2fccba6785bffb6274000000000000	2549	2460	6865	6234	233538345474	151454288	233850845474	151656944	6140953	3982.5308	3163.1667	2.0513	1538.4031	0.9974	12690.138450176	312500000	202662.5	318640953	206645.0312	ViaBTC
852378	00000000000000000000d7560704a343f179185501bb0d11315069b7705e4c88	2024-07-16 01:01:18	2024-07-15 23:58:46	1497680	831806	3993098	758448128	2d350000	101101001101010000000000000000	19e3a965fcafea61fd44903590f6f1fdc48c26e887f66ca262b07ce7c6d2d804	947068007	386108013	79495195323031	000000000000000000000000000000000000000083ab2de9b21aee8574894b1a	039a010d04fbc595662f4d41524120506f6f6c202876303331393234292f6ffead5c76d2571ade6aa17dc7be6bde12ecf364990000000000ffffffff	2611	2434	7579	9148	531965504200	344990272	532278004200	345192928	9565587	6203.4746	6388.263	4.1427	2396.212	1.5539	59094.852220204	312500000	202662.5	322065587	208865.9688	MaraPool
852379	0000000000000000000203d80363a045744889cc90d670264379a73a00b6555f	2024-07-16 01:14:11	2024-07-15 23:59:37	1600104	797784	3993456	809959424	30470000	110000010001110000000000000000	c62644677895a8aef1ebc4b87e995f5148913a9704ded8a36ede21fbf687c026	518194591	386108013	79495195323031	000000000000000000000000000000000000000083ab7636e5490c4b0e7e6668	039b010d384d696e656420627920416e74506f6f6c208c00080520486170707920313074682042697274686461792c20537973636f696e21204e6abacdfabe6d6de83540a94adea3a068c3345577d94a784be100009788fc30010000000000	3813	3649	8192	11039	541578804726	351224672	541891304726	351427360	8895317	5768.791	5560.894	3.6064	2228.4934	1.4449	30790.161330631	312500000	202662.5	321395317	208431.2969	AntPool
852380	0000000000000000000389a3b82645821a7345f094388bcf56efbe6afed47876	2024-07-16 01:50:46	2024-07-16 00:16:16	1535939	819000	3992939	538968064	20200000	100000001000000000000000000000	cf3891e53d5f5677a11757f3144cf68b325c60ec48ffbb05ec7fa34489e3265c	577846058	386108013	79495195323031	000000000000000000000000000000000000000083abbe8418772a10a87381b6	039c010d04f7d195662f466f756e6472792055534120506f6f6c202364726f70676f6c642f1eb1bf9b0200030000000000	3203	2987	7258	12465	929401208593	602735296	929713708593	602937920	13876304	8999.0605	9036.411	5.86	3476.3005	2.2543	37561.219535538	312500000	202662.5	326376304	211661.5625	Foundry USA Pool
852381	00000000000000000000e7cc52022d7acb11b4b750cbde374659b67778c0d85f	2024-07-16 01:54:06	2024-07-16 00:34:54	1571918	806923	3992687	799604740	2fa90004	101111101010010000000000000100	dbf3a7e91f1fe37270ef722e25908a335ee652bc5624894008b9b4f4b0d4f8a2	4173178934	386108013	79495195323031	000000000000000000000000000000000000000083ac06d14ba547d642689d04	039d010d04bfd295662f53424943727970746f2e636f6d20506f6f6c2f048565f1007e000000000000	4111	4006	7051	11333	142067976096	92133920	142380476096	92336584	7571418	4910.2158	4817.5605	3.1246	1896.8193	1.2302	10760.245422104	312500000	202662.5	320071418	207572.7188	SBICrypto
852382	0000000000000000000216832ea1e672b1c843c4e4b83117d02793fa019548c0	2024-07-16 01:56:07	2024-07-16 00:40:16	1771314	740729	3993501	625565696	25496000	100101010010010110000000000000	80bb97cbaad0288c44ef7394422e061ccdc3375c7c702a28bda1dcc3307e47e2	2682212675	386108013	79495195323031	000000000000000000000000000000000000000083ac4f1e7ed3659bdc5db852	039e010d12627463636f6d383930640030015d69eeb401fabe6d6d2b0e7af094d16165d25c89f21c54d8969afde1ce0cc1aa34a13a9e1c744b7fd31000000000000000000058847d21000000000000	3424	3372	8577	7676	64765789655	42001908	65078289655	42204572	5912027	3834.0679	3338.5325	2.1654	1481.0663	0.9605	24104.1300007	312500000	202662.5	318412027	206496.5625	Unknown
852383	00000000000000000002f80f20820d1bad4beef7c48b8ba44f1da19177ae6bd1	2024-07-16 01:59:19	2024-07-16 01:01:18	1681189	772244	3997921	538992640	20206000	100000001000000110000000000000	af07670b5a19525974212a6943e51202fcc093afe5cf8661a101f3183f958e2f	3327871424	386108013	79495195323031	000000000000000000000000000000000000000083ac976bb20183617652d3a0	039f010d2cfabe6d6dd9dccb85af9065ed2f51cde933a69041ca55cb15f6b1db4da83abe4832dc855710000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500bc8c0364	5975	5936	7142	12840	60075321498	38960048	60387821498	39162708	5907736	3831.2849	3515.1536	2.2795	1478.4624	0.9585	12784.779449829	312500000	202662.5	318407736	206493.7812	F2Pool
852384	00000000000000000000da794bf5efb2aa2aa519b44efd261620a847b6ac136b	2024-07-16 02:10:19	2024-07-16 01:14:11	1679117	771315	3993062	819232768	30d48000	110000110101001000000000000000	12d8a7fadc736fa55944495d804630eb3e664b2b183e049c4217ef6d37ca4e4f	3001558354	386108013	79495195323031	000000000000000000000000000000000000000083acdfb8e52fa1271047eeee	03a0010d049fd69566537069646572506f6f6c2f383838392f008e5c130c00154260ea000000000000	3474	3348	7299	9698	383721385970	248850992	384033885970	249053648	7903739	5125.7329	4708.056	3.0532	1980.0046	1.2841	6786.3120844243	312500000	202662.5	320403739	207788.2344	SpiderPool
852385	000000000000000000029e8c0cbfe929fb5f4cd0c795c45be66694f6f6084a65	2024-07-16 02:20:46	2024-07-16 01:50:46	1758928	744772	3993244	805306368	30000000	110000000000000000000000000000	0733066e644e58b873502c34af316596c781efc9082292c1a888fca378e2e3d4	2990591181	386108013	79495195323031	000000000000000000000000000000000000000083ad2806185dbeecaa3d0a3c	03a1010d1a2f5669614254432f4d696e65642062792066616c636f6e32322f2cfabe6d6d1cf3204c6e54184a3bfb8e5f410ff68266caa0b12f5342b5be487f24071c21d2100000000000000010c1d12e01dd8afb6c342b11012cb2260000000000	3487	3385	7739	9337	209709929991	136001088	210022429991	136203744	8106645	5257.3213	4609.904	2.9897	2030.8489	1.3171	43867.407400535	312500000	202662.5	320606645	207919.8281	ViaBTC
