id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
855963	00000000000000000002060504d1d988b86a09d2d05d0ad4e4176a281fd087b5	2024-08-09 00:00:09	2024-08-08 23:07:46	1983018	670174	3993540	685015040	28d48000	101000110101001000000000000000	18fdb80ee9511786c243e0aa6ce28e4833e4c7b37501684f4f3e5a9956d4352f	1496558961	386079422	90666502495566	000000000000000000000000000000000000000087e0cc880a73a403363120c8	039b0f0d194d696e656420627920416e74506f6f6c208c000f007b907eabfabe6d6d5e16623dcd65a9532fbb4fc5e34d11f88f507dea9dd239e700507701ab4ec9a710000000000000000000e1a24604440000000000	2593	2560	9232	6271	52969068618	32672380	53281568618	32865138	3456243	2131.8799	1743.3383	1.0751	865.847	0.5342	6257.4319452234	312500000	192756.25	315956243	194888.125	AntPool
855964	00000000000000000003067f846dd2fcacb8643f0522abdececf6111b8191e92	2024-08-09 00:01:24	2024-08-08 23:11:10	1752134	746934	3992936	1073733632	3fffe000	111111111111111110000000000000	828e140539287c8a0c66b2b002892c71e14cdceeb4c78a56ae30bf49c01544c3	853833717	386079422	90666502495566	000000000000000000000000000000000000000087e11efe4d968473df4359ae	039c0f0d045b5cb566537069646572506f6f6c2f36392f5c08e9de905b000000000000	4938	4909	9685	9815	26484488776	16336162	26796988776	16528919	4413190	2722.1438	2519.2432	1.5538	1105.5983	0.6822	273.93628291454	312500000	192756.25	316913190	195478.3906	SpiderPool
855965	000000000000000000006a7af70ccf68beecc04cdff5e34144b9a03f43deec49	2024-08-09 00:40:10	2024-08-08 23:12:19	1599980	797778	3993314	828047360	315b0000	110001010110110000000000000000	0a2f83358742410eb5d3cd877509cc6df854310ec03750372573f7fb1a961caa	2108318296	386079422	90666502495566	000000000000000000000000000000000000000087e1717490b964e488559294	039d0f0d182f5669614254432f4d696e656420627920746172617a342f2cfabe6d6d56e513e8da08a2028f7cd2fd4d0def9649766ba65ea70b9b76e0db6cdeed60da100000000000000010b15819054af34782e7f6e65b14d9020000000000	2759	2529	7530	11149	3287642864533	2027883904	3287955364533	2028076672	13333619	8224.4434	8335.689	5.1418	3340.227	2.0602	49446.581842334	312500000	192756.25	325833619	200980.6875	ViaBTC
855966	00000000000000000000a28c233af5d868778ba929ee832897248ff49039a7a4	2024-08-09 01:15:48	2024-08-08 23:56:43	1520004	824377	3993135	872341504	33fee000	110011111111101110000000000000	d629c182a469e6ff4fd12a62d0a718fb3d477002e7bd16b669c3538a13eed8f0	3323957030	386079422	90666502495566	000000000000000000000000000000000000000087e1c3ead3dc45553167cb7a	039e0f0d082f5669614254432f2cfabe6d6dbb7acfcdefb703d505cba3afb855ac35b46a6f9b59afc35486f360a3bb677bf910000000000000001013592c01b26c1d91fc3ca05d5906030000000000	3216	2963	6758	11975	1569459055105	968073728	1569771555105	968266496	12860395	7932.5488	8462.891	5.2201	3221.7717	1.9874	60391.635479574	312500000	192756.25	325360395	200688.7969	ViaBTC
855967	000000000000000000019b18ae455e9ac7e81a9ed9119dafb8ebc07c1f46f863	2024-08-09 01:25:32	2024-08-08 23:59:21	1513868	826549	3993515	824082432	311e8000	110001000111101000000000000000	558f3251168285700bdda40cf8dd2bd24cf9d18880876fcd37f1508ffca7c629	2903865744	386079422	90666502495566	000000000000000000000000000000000000000087e2166116ff25c5da7a0460	039f0f0d1b4d696e656420627920416e74506f6f6c383035040154079a19d001fabe6d6d05b2e2066562a4ff1ad868c9fd4e0e48ae684026961e1f9f19cc4a4491307da910000000000000000000ca17ecd0000000000000	2578	2401	7688	7656	543701687793	335366080	544014187793	335558816	8437839	5204.6279	5575.452	3.4388	2113.8381	1.304	122772.93883711	312500000	192756.25	320937839	197960.875	AntPool
855968	00000000000000000000038ec197b996f8deae9660632567a41c9504e3757795	2024-08-09 01:28:43	2024-08-09 00:00:09	1579737	804496	3993225	536993792	2001e000	100000000000011110000000000000	9031ab133abfb960ad2677ce8ec6931bacbe31dea5aee1e2f148e77260fd8a38	2380135692	386079422	90666502495566	000000000000000000000000000000000000000087e268d75a220636838c3d46	03a00f0d04cc70b5662f466f756e6472792055534120506f6f6c202364726f70676f6c642f011341218cac0a0000000000	1872	1720	7364	6264	994448444834	613395712	994760944834	613588416	6151558	3794.4041	3894.8777	2.4025	1540.9818	0.9505	26484.927888434	312500000	192756.25	318651558	196550.6562	Foundry USA Pool
855969	00000000000000000001f8b6472dd1ec35ddc248eaa4505be2f2719c017d565b	2024-08-09 01:29:16	2024-08-09 00:01:24	1923485	689990	3993455	537878528	200f6000	100000000011110110000000000000	8aeaf4cde802b69a3f538d416af0b775d9cd0cc583094d60e0eec6e1e1ae4efb	1388740122	386079422	90666502495566	000000000000000000000000000000000000000087e2bb4d9d44e6a72c9e762c	03a10f0d1b4d696e656420627920416e74506f6f6c383035040120059b6e6baefabe6d6d8fc1f556d7d43c47f231ad2f34b37a0a646edb857259b105729560e7d2e218b6100000000000000048840000813d000000000000	2662	2610	6225	8143	54171566074	33414106	54484066074	33606860	3574488	2204.8157	1858.8004	1.1467	895.49023	0.5521	10362.924107793	312500000	192756.25	316074488	194961.0625	AntPool
855970	000000000000000000004b0d268d9182a1fd361c43e9f87a193839bdfb78aa53	2024-08-09 01:38:13	2024-08-09 00:40:10	1770181	741125	3993556	716857344	2aba6000	101010101110100110000000000000	33e5ee91af3e53f62e6e59ee22725802160e7f243870c02863cd52025f8f3901	2205440066	386079422	90666502495566	000000000000000000000000000000000000000087e30dc3e067c717d5b0af12	03a20f0d194d696e656420627920416e74506f6f6c2016014a039ea18a81fabe6d6d6797b55b00067e0e7b5f3d00b6bf4620bcebb803f76e50ab9830a4335099c3bf10000000000000000000cca33e01000000000000	3847	3713	7620	9706	216661575247	133641192	216974075247	133833952	5658667	3490.3789	3197.518	1.9726	1417.5856	0.8747	5452.6475205384	312500000	192756.25	318158667	196246.625	AntPool
855971	0000000000000000000026da96b154d79af2febba4c16b940b7d2e26efe8e19d	2024-08-09 01:49:30	2024-08-09 01:15:48	1805369	729448	3993713	561618944	2179a000	100001011110011010000000000000	56f7d96cf25bfa8cade15b7dd2d4dd59266c7e0f68200785d8e037c159f3db05	3490412936	386079422	90666502495566	000000000000000000000000000000000000000087e3603a238aa7887ec2e7f8	03a30f0d194d696e656420627920416e74506f6f6c201600de07a2abf9ccfabe6d6d9b21df20203d9efecbc392198fb295655dbdeaa8d953af6a7d6380c855cef693100000000000000000009152e8f1000000000000	2403	2299	9402	7640	215180454054	132727608	215492954054	132920360	6999919	4317.6899	3878.2993	2.392	1753.5215	1.0819	9490.9115822154	312500000	192756.25	319499919	197073.9375	AntPool
855972	0000000000000000000109c0edc729b2421474e3ddeacc49829adb43b8d5ae5d	2024-08-09 01:52:16	2024-08-09 01:25:32	1632198	786959	3993075	613564416	24924000	100100100100100100000000000000	6e6aca7badb85cc510aa3b8109d4775ae8db6313c3773170edeeee7dea730260	2002760225	386079422	90666502495566	000000000000000000000000000000000000000087e3b2b066ad87f927d520de	03a40f0d045676b5662f466f756e6472792055534120506f6f6c202364726f70676f6c642f039ac6caee43000000000000	6831	6790	7890	14401	82826439423	51089004	83138939423	51281760	3366640	2076.6108	2063.0718	1.2725	843.3841	0.52	592.8887075835	312500000	192756.25	315866640	194832.8594	Foundry USA Pool
